ID,Word,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Dominance_mean,Dominance_SD,Valence_mean_male,Valence_mean_female
11354,smile,7.89,2.19,4.62,3.09,7.72,1.18,6.5,9
11355,smiley,7.58,1.39,5.09,2.6,7.27,1.75,7.56,7.6
11356,smirk,5.32,1.95,4.7,1.53,5.82,1.99,5.29,5.33
11357,Smirnoff,6.44,2.45,4.45,2.56,4.76,2.22,7.4,6.08
11358,smite,3.95,1.77,5.75,2.22,4.61,2.51,4.12,3.85
11359,smithereens,4.16,1.83,5.14,2.13,5.13,2.32,4.67,4.06
11360,smock,5.25,1.74,3.39,2.06,5.25,2.09,5,5.33
11361,smog,2.56,2.09,4.3,2.44,2.89,1.2,2.78,2.33
11362,smoke,3.44,2.23,5,2.7,4.17,2.2,4.12,2.9
11363,smoker,3.59,2.02,3.79,1.96,4.9,2.66,3.4,3.62
11364,smoky,3.73,2.03,4.87,2.42,5.26,2.05,4.38,3.23
11365,smooch,7.35,1.35,5.48,2.54,6.71,1.85,7,7.64
11366,smooth,6.42,1.77,2.76,2.02,6.26,1.88,6.56,6.3
11367,smoothie,7.89,1.2,4.35,2.53,5.89,1.94,7.56,8.2
11368,smother,2.68,1.57,4.75,2.59,4.2,2.28,4,2.44
11369,smudge,4.29,1.52,3.32,2.06,4.89,2.31,4.2,4.36
11370,smug,3.68,1.67,3.5,2.06,4.75,1.33,4,3.62
11371,smuggle,3.89,2.31,5.09,2.65,4.23,2.47,4.56,3.3
11372,smuggler,3.45,1.99,4.62,2.55,4.45,2.14,3,3.75
11373,smut,3.73,1.75,5.62,2.68,4.96,2.56,3.44,3.92
11374,snack,6.53,1.35,4.11,2.14,5.88,2,6.64,6.38
11375,snafu,4.6,1.93,4.36,2.5,4.41,2.45,5.43,4.15
11376,snag,4.09,1.69,4.91,2.47,4.05,1.68,4.62,3.92
11377,snail,4.52,1.73,3.05,2.01,5.58,2.46,5.12,4.2
11378,snake,4.03,1.79,7.24,1.61,3.65,2.28,4.08,3.93
11379,snakeskin,4.41,1.89,4.71,2.59,4.14,1.83,4.43,4.38
11380,snap,4.42,1.57,3.42,2.17,4.86,2.14,4.14,4.58
11381,snapper,4.43,1.33,4.81,1.69,5.16,1.91,4.67,4.11
11382,snappy,5.55,2.18,5.05,2.56,5.68,2.21,6.07,4.62
11383,snapshot,5.84,1.74,4.28,2.27,6.35,1.81,6,6
11384,snare,4.79,1.32,4.7,2.39,4.55,1.9,4.71,4.83
11385,snarl,2.45,1.26,5.85,2.2,4.65,2.23,2,2.77
11386,snatch,4.64,2.36,4.77,2.64,5.17,2.27,4.85,4.75
11387,snatcher,2.95,1.47,5.48,1.86,3.92,2.34,2.83,3.11
11388,snazzy,6.45,1.61,5.41,2.03,6.18,1.89,6.2,6.53
11389,sneak,4.33,2.06,5.45,1.68,5.36,2.22,5,3.83
11390,sneaker,5.85,1.5,3.45,1.99,6.31,2.07,6.43,5.54
11391,sneaky,3.94,2.46,6.22,2.41,4.71,2.99,4,3.92
11392,sneer,3.3,1.92,4.36,2.36,5,2.13,2.91,3.67
11393,sneeze,4,1.9,4.81,2.02,3.2,2.53,4.67,3.11
11394,snide,3.33,1.91,4.09,1.93,4.19,2.58,3.2,3.38
11395,sniff,5.1,1.86,4.95,2.57,5.92,2,4.73,5.56
11396,snip,4.32,1.7,4.74,2.26,4.95,1.51,4.67,4
11397,sniper,3.5,2.18,5.86,2.78,3.89,2.62,4.83,2.83
11398,snippy,3.57,1.8,5.8,2.26,4.67,2.37,4.17,3.33
11399,snitch,3.79,2.04,5.67,2.45,4.42,2.76,2.8,4.14
11400,snob,2.53,1.35,4.68,2.29,4.81,2.49,2,2.62
11401,snoop,3.45,1.88,6.05,1.85,4.24,2.12,4,3.21
11402,snoopy,6.11,1.91,5.05,2.2,5.13,2.2,5.6,6.15
11403,snooty,3.05,1.78,4.65,2.52,5.25,2.52,2.33,2.87
11404,snooze,6.36,1.47,4,2.49,5.68,2.19,5.88,6.46
11405,snore,3,1.25,3.71,1.98,3.85,2.06,3.67,2.88
11406,snorkel,6,1.62,4.28,2.89,4.96,2.14,6.2,5.93
11407,snort,4.55,1.82,4.19,2.54,5.09,1.51,4.14,5.25
11408,snot,3.55,1.67,4.14,2.23,4.79,2.57,3.56,3.55
11409,snotty,2.85,1.53,4.52,2.09,3.91,2.02,3.62,2.33
11410,snout,4.48,1.81,3.39,2.17,5.28,1.84,5,4.08
11411,snow,6.78,1.78,4.57,2.72,5.62,1.9,6.21,7.13
11412,snowball,6.86,1.53,4.3,2.36,5.12,1.93,6.82,6.9
11413,snowboard,5.09,1.93,4.95,2.61,6,2.27,5.75,4.73
11414,snowboarder,5.9,1.8,4.71,2.65,5.12,2.22,6,5.88
11415,snowfall,6.35,2.43,4.44,2.71,4.77,2.78,6.6,6.27
11416,snowflake,7.19,1.86,3.55,2.35,4.81,2.62,7.5,7.07
11417,snowman,7,1.94,3.76,2.59,5,2.3,7.36,6.14
11418,snowplow,5.05,1.93,3.39,2.4,5.38,2.68,6.6,4.53
11419,snowstorm,3.55,1.85,5.85,2.06,3.76,2.85,3.73,3.33
11420,snowy,6.59,1.71,3.96,2.72,5.08,2.7,7.22,6.15
11421,snub,3.23,1.38,3.86,2.8,3.75,1.76,3.38,3.14
11422,snuff,3.58,1.84,3.65,2.48,4.65,2.41,3.62,3.5
11423,snug,5.63,1.67,3.25,1.98,5.54,2.28,5.5,5.73
11424,snuggle,7.63,1.42,5.54,3.11,6.83,2.09,8.67,7.44
11425,soak,6.05,1.53,3,2.28,5.6,2.16,5.38,6.46
11426,soap,7.1,1.41,2.62,2.4,5.32,2.69,7.5,7
11427,soapbox,4.9,1.45,4.22,2.37,6.05,1.73,5.2,4.8
11428,soapy,5.27,1.83,4.27,2.32,6.26,1.94,6.22,4.62
11429,soar,6.6,1.7,5.14,2.23,6.11,1.94,6.44,6.73
11430,sob,2.65,1.81,4.89,2.76,3.29,2.31,2.6,2.67
11431,sober,5.95,1.63,4.32,2.42,6.86,2.13,6,5.92
11432,sobriety,6,1.7,3.8,2.14,5.62,2.82,5.67,6.13
11433,soccer,5.84,1.92,4.68,2.77,5.77,1.95,6.22,5.5
11434,sociable,6.43,1.34,4.35,2.25,6.35,1.98,6.5,6.36
11435,social,6.08,1.62,5.16,2.3,5.17,2.07,6.19,6
11436,socialism,4,2.43,4.68,2.44,3.96,2.01,2.5,4.69
11437,socialist,4.11,2.56,4.44,3.07,4.32,2.39,4.4,4
11438,socialite,4.95,1.35,4.24,2.33,4.47,2.18,4.82,5.12
11439,socialize,5.95,1.7,5.1,2.17,6.44,2.4,7,5.76
11440,society,5.24,1.61,4.55,2.04,6.32,2.56,5.38,5
11441,sociology,4.6,1.88,3.82,2.06,5.19,2.32,4.2,4.73
11442,sociopath,2.44,1.65,6.43,2.42,2.3,1.45,3.33,2.27
11443,sock,4.43,2.04,3.09,1.9,5.14,2.17,3,4.88
11444,socket,4.45,1.44,4.04,2.72,5.42,1.74,5.5,4.08
11445,sod,4.85,2.01,2.14,1.53,5.08,2.3,4.5,4.94
11446,soda,5.47,2.06,4.77,2.27,6.04,2.12,4.17,6.08
11447,soda/pop,6.65,1.31,4.95,2.72,5.85,2.07,7.29,6.31
11448,sodium,4.17,2.01,3.73,2.1,5.33,2.08,3.33,4.58
11449,sofa,6.26,1.69,2.9,2.57,5.84,2.48,6,6.31
11450,soft,7.13,1.66,3.04,2.46,6.1,2.56,6.57,7.46
11451,softball,5.53,1.71,4.1,2.41,5.4,2.5,4,5.81
11452,soften,6.57,1.54,2.96,2.31,6.19,1.9,6.36,6.8
11453,softener,6.14,1.53,2.35,1.34,5.4,1.8,5.73,6.6
11454,softness,6.75,1.97,5.06,3.02,5.92,2.64,5.8,7.07
11455,software,6.37,1.57,3.83,2.48,5.32,2.45,6,6.7
11456,soggy,3.47,1.43,3.65,2.25,4.2,2.17,3.85,2.67
11457,soil,5.21,1.55,2.76,1.76,5.18,2.36,5.64,5
11458,soiree,6.38,1.6,3.85,2.03,4.48,2.04,5.83,6.6
11459,solace,6.37,1.8,4.35,2.39,5.58,1.74,6.11,6.6
11460,solar,6,2.04,3.87,2.36,5.61,2.45,6.09,5.92
11461,solarium,6.1,1.37,5.2,2.4,5.77,1.68,6.18,6
11462,soldier,5.45,2.34,5.9,2.55,5.84,2.69,4.92,6.22
11463,sole,4.9,1.34,3.78,1.93,5.27,1.85,5.09,4.7
11464,solemn,4.66,2.03,2.9,1.76,5.92,1.87,5.07,4.44
11465,solicit,3.59,1.89,4.68,2.14,4.95,2.01,3.4,3.81
11466,solicitation,4.2,1.24,4.43,2.2,5.56,2.4,3.33,4.35
11467,solicitor,3.32,1.52,4,2.37,4.14,2.01,3.5,3
11468,solid,5.65,1.73,2.36,1.73,6.15,2.2,5,6.18
11469,solidarity,5.71,2.35,4,1.83,6.27,2.57,5.88,5.62
11470,solitaire,5.62,2.38,3.65,2.66,6.53,1.9,5.5,5.42
11471,solitary,4.65,2.16,2.96,2.68,6.25,3.04,4,5.08
11472,solitude,4.76,2.36,3.18,2.28,6.53,2.32,3.5,5.25
11473,solo,5.91,2.24,4.12,2.41,6.04,2.66,6.56,5.46
11474,solution,6.3,1.63,4.29,2.43,6.53,1.95,6.11,6.45
11475,solve,6.3,2,4.35,2.52,6.67,1.98,6,6.4
11476,solvent,4.79,2.1,2.77,1.69,4.87,2.56,5.45,4.29
11477,somersault,6.37,1.67,4.73,2.23,6.32,2.06,6.44,6.3
11478,son,6.91,1.69,4.43,2.52,5,1.75,6.67,7.07
11479,sonar,5.32,1.62,4.11,1.85,4.81,2.23,5.8,5.19
11480,song,7.59,1.76,4.6,2.58,6.95,1.76,7.46,7.64
11481,songwriter,6.25,1.62,4.43,2.17,6.71,1.52,6.22,6.27
11482,sonic,5.32,2.17,4.82,2.36,5.45,2.06,5.88,5
11483,sonnet,5.86,1.58,3.33,2.44,5.48,2.11,5.71,6.12
11484,soot,5.19,2.18,4.65,2.32,5,2.06,6,4.69
11485,soothe,6.63,1.86,3.91,2.69,6.4,2.23,6,7
11486,soothing,7.05,1.66,1.91,1.31,5.76,1.67,6.22,7.67
11487,sophisticated,6.32,1.73,5.13,2.63,6.18,2.09,5.25,7.09
11488,sophistication,6.71,1.68,5.8,2.21,6.11,2.12,7.62,6.15
11489,sophomore,5,1.11,3.81,1.98,5.48,2.13,5.22,4.85
11490,soprano,4.95,1.63,4.62,2.65,5.67,2.11,5.14,4.57
11491,sorcerer,5.76,2.02,4.73,2.76,5.67,2.54,6,5.55
11492,sorcery,5.14,1.62,4.33,2.73,4.85,2.16,5.12,5.15
11493,sordid,3.38,1.53,3.87,2.53,4,2.03,3.56,3.25
11494,sore,2.8,1.2,4.06,2.26,3.92,2.41,2.4,2.93
11495,sorority,4.95,2.48,4.28,2.61,4.36,2.01,5.8,4.67
11496,sorrow,2.95,1.72,3.55,1.95,3.8,2.17,3.89,2.25
11497,sorrowful,3.43,2.06,3.64,2.48,4.11,1.88,4.44,2.67
11498,sorry,4.81,1.83,4.62,2.46,5.65,2.45,5,4.8
11499,soul,6.61,2.3,4.3,2.56,6.56,2.01,5.12,7.8
11500,soulful,7.1,1.25,5.68,2.93,6.38,1.94,7.36,6.78
11501,soulless,2.71,1.68,4.76,2.32,3.72,2.56,3.33,1.89
11502,sound,6.45,1.34,4.14,2.35,5.5,1.54,6.5,6.47
11503,soundproof,5.77,1.72,2.9,2.1,5.82,1.99,6,5.38
11504,soundtrack,6,2.21,4.26,2.56,5.72,2.02,4.89,6.83
11505,soup,7.05,1.4,4.24,2.57,6.64,2.17,7.25,6.92
11506,sour,3.95,1.93,4.95,2.06,4.34,2.33,4.67,3.81
11507,source,5.48,1.08,4.5,2.63,6.11,2.45,5.69,5.12
11508,sourpuss,3.2,1.44,3.83,2.26,3.94,1.47,3.14,3.23
11509,south,6.11,1.68,3.48,2.42,4.89,1.78,5.88,6.3
11510,southbound,5.14,1.55,3.67,2.08,6.14,1.64,5,5.38
11511,southeast,5.8,1.51,3.6,2.09,5.19,2.14,5.73,5.89
11512,southern,5.67,2.2,3.09,2.09,5.39,2.59,5.33,5.92
11513,southpaw,5.32,1.7,3.48,1.69,4.42,2.14,6.67,5.06
11514,southwest,5.8,2.09,2.52,1.78,6.2,1.89,6.75,5.56
11515,souvenir,6.89,1.91,5.13,2.49,6.16,1.71,6.44,7.33
11516,sovereign,4.96,1.83,3.68,1.91,5.65,2.32,5.56,4.6
11517,sovereignty,4.89,1.56,4.67,2.43,5.79,2.02,4.5,5.18
11518,soviet,4.1,1.48,3.43,2.23,4.83,2.5,4.67,4
11519,sow,5.11,1.1,3.71,1.76,5.74,2.07,5,5.12
11520,soy,4.79,2.04,3.29,1.76,5.52,2.23,4.33,4.88
11521,soy sauce,6.81,1.63,4,2.92,5.69,2.01,7.5,6.38
11522,soybean,5.43,1.47,3.3,1.87,4.44,1.87,5.36,5.5
11523,spa,7.38,1.56,3.75,2.83,6.35,2.32,6.5,7.92
11524,space,6.89,1.57,3.6,2.82,4.98,2.6,7.07,6.79
11525,spacecraft,5.58,1.8,6.27,2.83,5.04,1.83,4.33,6.15
11526,spaceman,6.14,1.31,3.7,2.44,4.85,2.07,6.55,5.7
11527,spaceship,5.61,2.19,6,3.07,5.15,2.68,6.38,5.2
11528,spacing,5.21,1.23,3.19,1.75,4.4,2.3,5.33,5.19
11529,spacious,6.33,1.49,3.7,2.29,5.91,2.14,6.27,6.4
11530,spade,5.48,1.33,3.74,2.53,4.88,1.58,5.45,5.5
11531,spaghetti,6.91,1.48,4.04,2.61,5.92,2.02,7.33,6.62
11532,spam,3.1,1.92,3.83,2.87,3.95,2.15,2.2,3.4
11533,span,5.74,1.41,3.1,2.17,5.78,1.76,6.15,4.83
11534,spandex,4.6,2.37,4.17,2.73,4.23,2.02,6,4.13
11535,spaniel,5.67,2.27,4.15,2.72,5.14,2.22,5.17,5.87
11536,spank,3.76,2.21,5.91,2.35,4.76,2.8,4.44,3.25
11537,spanking,3,1.62,5.98,2.24,4.62,2.72,2.6,3.13
11538,spar,5.43,1.43,3.36,2.3,4.96,2.42,5.6,5.27
11539,spare,5.57,1.29,4.45,2.42,5.63,2.41,5.69,5.38
11540,spareribs,6.14,2.22,5.43,2.13,6.71,1.98,5.6,6.31
11541,spark,6.05,1.86,5.83,2.55,4.9,1.87,5.2,6.31
11542,sparkle,7.1,1.21,4.74,2.47,5.64,2.17,6.71,7.31
11543,sparkling,6.47,2.09,4.91,2.64,6.48,1.6,5.67,7.2
11544,sparkly,6.7,1.87,6.55,2.7,5.12,1.99,7.09,6.22
11545,sparrow,6.58,1.57,3.78,2.58,4.68,1.97,6,7.1
11546,spasm,3.17,1.42,5.24,2.34,3.26,2.26,3.67,3.07
11547,spastic,3.95,1.68,5.05,2.28,3.38,1.76,3.5,4.15
11548,spatial,4.73,1.42,3.38,2.17,5.88,2.09,5,4.54
11549,spatter,4.1,1.89,3.4,2.43,4.68,2.21,3.56,4.55
11550,spatula,5.14,1.42,2.86,1.8,6.41,1.53,5.21,5
11551,spawn,4.85,1.63,4,1.84,5.61,2.7,4.9,4.8
11552,speak,5.91,1.63,4.19,2.38,5.89,1.94,6,5.87
11553,speakeasy,5.89,1.7,5.3,2.36,5.7,2.1,6.38,4.83
11554,speaker,5.32,1.21,4.35,2.46,5.47,1.58,5.5,5.08
11555,speakerphone,5,2.07,3.18,2.3,5.26,2.33,4.4,5.55
11556,spear,4.43,1.6,4.7,2.3,5,2.43,5,4.25
11557,spec,4.5,1.34,3.87,2.4,5.11,2.05,4.75,4.62
11558,special,7.5,1.79,3.48,2.68,6.72,1.96,5.83,8.2
11559,specialist,5.52,2.11,4.27,2.43,6.1,2.22,5.88,5.31
11560,specialize,6.23,1.66,4.77,2.39,6.29,2.07,6.67,5.92
11561,specialty,5.48,1.4,3.7,3.02,6.05,1.93,6.12,5.08
11562,species,5.26,1.82,3.73,2.07,4.31,1.85,5.18,5.29
11563,specific,5.48,1.29,2.55,1.71,5.89,2.42,5.2,5.73
11564,specify,5.53,2.04,3.64,2.65,5.22,2.45,5.45,5.14
11565,specimen,4.4,1.85,3.24,2.11,4.84,2.39,4.12,4.58
11566,speck,4.33,1.2,3.95,2.35,4.41,2.24,4.83,4.13
11567,speckled,5.78,1.31,4.45,2.67,5.64,1.65,5.78,5.78
11568,specs,5.16,1.21,2.95,2.14,5.61,1.04,5.71,4.83
11569,spectacle,5.61,1.85,4.4,2.6,5,1.68,5.6,5.62
11570,spectacular,7.5,1.36,6.65,2.43,6.04,1.78,7.45,7.56
11571,spectator,5.58,1.26,3.44,2.12,4.35,2.76,5.73,5.38
11572,spectral,5.53,1.84,4.95,2.44,4.11,1.52,5.89,5.2
11573,spectrum,6.65,1.58,3.05,1.94,4.82,1.85,6,7
11574,speculate,5.63,1.3,4.53,2.29,5.08,2.38,5.85,5.17
11575,speculation,4.67,1.28,4.75,2.05,5.29,2.26,5,4.53
11576,speech,5.62,1.88,4.1,1.83,6.68,2.14,5.69,5.5
11577,speechless,4.53,2.27,3.45,1.82,4.45,2.56,3.67,4.53
11578,speed,6.71,2.03,6.8,2.69,6.58,2.69,6.23,7.5
11579,speedboat,7,1.52,5.65,3.02,5.87,2.26,6.8,7.07
11580,speeding,3.68,1.92,6.14,2.4,6.18,2.04,4.33,3.1
11581,speedway,6.05,1.96,5.38,2.4,5.57,2.29,6.67,5.62
11582,speedy,5.9,1.12,5.1,2.59,6.16,2.27,6.67,5.76
11583,spell,6.18,1.92,4.15,2.43,6.58,2.5,5.92,6.56
11584,spelling,5.75,1.21,3.62,1.96,6.53,2.19,6.2,5.3
11585,spend,5.91,1.66,4.48,2.4,5.88,2.45,5.83,6.07
11586,spender,5.38,1.63,4.43,2.45,4.84,1.61,4.57,5.54
11587,sperm,5.47,2.34,4.86,2.26,4.43,2.41,6.18,5
11588,spew,3.37,1.34,5,2.1,5.39,2.59,4,3.25
11589,sphere,6.21,2.04,4,2.53,5.6,2.37,6,6.13
11590,sphincter,4.37,2.52,4,2.58,4.11,2.18,3.17,4.92
11591,sphinx,6.05,2.35,4.9,2.36,5.27,1.97,5.36,6.89
11592,spic,3.37,2.14,4.57,2.42,4.59,2.72,4.14,2.92
11593,spice,6.55,1.28,4.06,2.1,6,1.77,6.8,6.47
11594,spicy,6.32,1.73,6.63,2.52,5.55,2.31,6.2,6.38
11595,spider,3.35,2.3,6.91,1.93,3.74,2.43,2.8,3.53
11596,spiffy,6.35,1.98,4.5,2.67,5.85,2.16,7,6
11597,spike,4.23,1.77,5.35,2.14,5.42,1.89,4.88,3.77
11598,spill,3.63,1.71,3.74,2.26,4.5,2.21,3.33,3.87
11599,spin,4.9,0.89,3.68,2.42,4.92,2.4,4.6,5.18
11600,spinach,5.81,1.94,3.43,2.06,5.46,1.61,6.18,5.4
11601,spinal,3.78,2.26,4.35,2.68,4.72,1.74,4,3.69
11602,spindle,4.44,2.01,3.55,1.74,5.21,1.53,4.2,4.54
11603,spine,5.33,1.53,3.14,2.08,5.52,2.28,4.6,6
11604,spineless,2.95,1.61,4.57,1.97,4.1,2.23,2.33,3.45
11605,spinner,4.58,1.71,4.55,2.3,5.29,2.1,3.83,4.92
11606,spinster,4.14,2.1,4,1.97,4.71,2.28,3.6,4.25
11607,spiral,6.4,1.39,5,2.52,4.46,1.96,6.45,6.33
11608,spirit,7,1.65,5.03,2.71,6.38,2.27,6.77,7.24
11609,spirited,7.57,1.12,5.21,2.36,7.14,2.08,7.5,7.62
11610,spiritual,5.82,2.52,4.82,2.92,6.3,2.27,5.5,6
11611,spirituality,7.26,1.15,3.1,2.75,6.7,2.12,7.4,7.15
11612,spit,3,1.78,3.57,2.4,4.36,2.74,3,3
11613,spiteful,2.89,1.66,4.71,1.9,5.13,2.4,2.67,2.94
11614,spitfire,5.18,1.18,5.42,2.37,5.5,2.13,5.44,5
11615,spittoon,3.39,1.79,3.95,2.59,4.72,1.77,3.6,3.31
11616,splash,6.53,1.71,4.8,2.44,5.96,2.07,6.85,5.83
11617,splat,3.79,1.81,5,2.05,4.7,2.55,3.5,3.92
11618,splatter,4.57,1.5,5.37,2.67,4.54,2.29,4.88,4.38
11619,spleen,4.47,1.65,3.55,2.36,4.92,2.53,5.14,4.08
11620,splendid,7.62,1.28,3.86,2.32,6.69,2.19,7.64,7.6
11621,splendor,6.95,1.36,4,2.66,6.07,2.52,6.5,7.25
11622,splice,4.74,1.33,3.67,2.28,5,1.87,4.91,4.5
11623,splint,3.58,1.87,3.25,1.94,5,2.66,2.67,3.8
11624,splinter,3.15,1.87,4.5,2.77,5.67,1.9,4,2.69
11625,split,4.5,2.22,5.55,2.63,5.79,2.66,4.77,4.11
11626,spoil,2.83,1.65,4.09,2.84,4.11,2.15,2.5,3
11627,spoils,3.42,1.84,4.76,2.07,4.74,2.36,4.67,3.19
11628,spokesman,4.9,0.85,2.9,1.64,5.24,2.24,4.67,4.94
11629,spokesperson,4.95,1.53,3.95,2.16,5.14,1.82,4.5,5.13
11630,sponge,5.45,1.32,4.25,2.17,6,1.7,5.36,5.56
11631,sponsor,5.3,1.42,4.05,2.65,6.74,1.91,5.57,5.15
11632,sponsorship,5.71,2.12,4.95,2.33,6.8,1.47,5.5,5.81
11633,spontaneity,6.45,1.67,5.57,2.99,6,2.57,6.33,6.47
11634,spontaneous,6.63,1.21,5.71,1.85,6.13,2.55,6.33,6.69
11635,spook,3.7,2.2,5.14,2.34,5,2.38,3.33,4
11636,spooky,4.4,1.73,6,2.37,4.48,2.68,4.29,4.46
11637,spool,5.71,1.76,3.37,2.24,5.08,2.16,5.88,5.62
11638,spoon,5.9,1.34,3.79,2.97,5.18,2.4,6.17,5.8
11639,spoonful,5.29,1.42,2.62,2.04,5.85,2.48,5.25,5.31
11640,sport,6.95,2.08,4.7,2.58,6.21,2.37,6.92,7
11641,sporting,6.24,1.37,4.4,2.25,5.74,1.88,5.67,6.67
11642,sports car,6.67,1.74,4.86,3,5.69,1.59,7.27,6
11643,sportsman,5.89,2.22,4.85,3,5.85,2.01,6.44,5.33
11644,sportsmanship,6.3,2.25,5.14,2.42,6.71,1.87,7,5.73
11645,sportswriter,5.71,1.38,4.42,2.32,6,2.16,6.5,5.23
11646,sporty,5.78,2.07,4.55,2.58,5,2.12,7.6,5.08
11647,spot,5.12,1.54,2.95,1.91,4.83,2.09,4.88,5.33
11648,spotless,6.05,2.01,3.5,2.28,5.74,2.43,5.73,6.14
11649,spotlight,5.74,1.76,4.95,2.5,5.91,2.37,6,5.69
11650,spotter,5.37,1.77,3,1.92,5.24,2.26,7,5.06
11651,spotty,4.29,1.19,4,1.91,4.09,2.27,3.88,4.54
11652,spousal,6,1.95,4.42,2.21,6.21,1.96,6.56,5.62
11653,spouse,7.44,1.74,5.76,2.72,4.73,1.49,7.64,7.45
11654,spout,5.29,1.15,3.14,1.91,5.11,1.74,5.5,5.09
11655,sprain,3.11,1.45,3.85,2.87,3.6,1.89,2.6,3.31
11656,spray,5.06,1,4,2.21,6.22,2.21,4.33,5.2
11657,spread,5.57,1.16,4.15,2.3,6.37,2.22,5.77,5.25
11658,spreader,4.17,1.29,3.71,1.98,5.11,1.88,4,4.3
11659,spree,5.95,1.68,5,2.69,5.07,2.37,5.62,6.18
11660,spring,7.64,1.46,5.5,2.57,5.9,2.36,7.33,7.79
11661,springtime,7.64,1.47,4.38,2.64,5.43,2.57,8,7.38
11662,sprinkle,6.72,1.56,3.55,2.54,5.5,2.02,7,6.62
11663,sprinkler,5.86,1.31,3.29,1.9,6.38,1.97,5.83,5.89
11664,sprint,5.67,2.33,5.9,2.9,5.72,1.98,6.25,5.31
11665,sprite,5.85,1.87,3.83,1.92,5.68,1.46,6.2,5.73
11666,Sprite,6.35,1.46,4.32,2.19,5.52,2.08,6.57,6.23
11667,sprout,5.7,1.22,3.59,2.06,5.32,1.76,5.6,5.73
11668,spruce,5.55,1.61,3.18,2.04,4.96,2.49,5.8,5.47
11669,spud,5.05,2.16,4.05,2.67,4.86,2.37,4.5,5.38
11670,spunk,6.17,1.86,5.2,2.48,5.64,1.55,6.6,6
11671,spunky,5.55,1.7,5,2.05,7.21,1.44,5,6
11672,spur,5,1.21,4.48,2.68,5.5,2.3,5.33,4.94
11673,spy,4.68,2.65,4.74,2.45,3.84,2.59,4.44,4.9
11674,squabble,3.6,1.7,4.06,2.31,3.62,2.06,3,3.8
11675,squad,5.35,1.84,4.33,2.81,5.82,1.76,5.6,5.27
11676,squadron,4.4,1.19,4.25,2.1,4.52,2,4.33,4.41
11677,squall,4.32,1.49,4.1,2.57,4.68,2.15,4.64,3.75
11678,squander,3.55,1.68,3.95,2.25,4.82,1.94,3.5,3.62
11679,square,5.11,1.61,3.33,2.32,5.3,2.74,5.38,4.64
11680,squash,4.28,1.49,3.88,2.23,5.24,2.11,4.4,4.12
11681,squat,4.65,1.9,4.05,1.99,6.15,1.99,5.71,4.08
11682,squaw,4.71,2.03,5.5,2.82,4.81,2.03,4.25,5
11683,squawk,5.11,2,4,2.37,4.22,1.98,4.91,5
11684,squeak,4.95,2.28,4.79,2.49,4.62,2.06,4,5.31
11685,squeaky,4.63,1.61,4.22,2.29,4.88,2.12,4.73,4.5
11686,squeal,5.14,1.8,5.45,2.68,4.57,2.13,5.5,5
11687,squealer,3.48,1.69,6.1,2.26,3.92,2.36,3.5,3.44
11688,squeamish,3.63,1.46,5.45,1.9,4.47,2.17,3.25,3.91
11689,squeeze,4.85,1.46,3.91,2.52,6,2.27,5.57,4.46
11690,squid,4.62,1.99,4.04,2.1,4.89,2.03,4,4.81
11691,squint,4.4,1.39,3.71,2.02,4.62,2.6,4.6,4.33
11692,squire,4.67,1.24,3.48,2.15,5.04,1.75,5,4.3
11693,squirm,3.86,1.53,5.29,2.08,4.2,2.47,3.75,4
11694,squirrel,5.71,2.31,4.48,2.23,5.62,1.69,4.8,6
11695,squirt,5.67,2.37,4.56,2.33,4.79,2.35,6.22,5.25
11696,squish,3.11,1.88,4.55,2.02,5.08,2.47,3.33,3
11697,squishy,5,2.31,4.43,2.42,4.5,1.65,5.07,4.88
11698,stab,3.05,1.54,5.17,2.5,4.12,2.67,3.55,2.38
11699,stability,6.18,1.92,2.64,1.47,6.25,2.4,5.88,6.36
11700,stabilize,5.86,1.74,3.87,2.16,5.62,1.96,6.2,5.75
11701,stabilizer,5.67,1.68,3.1,2.31,5.44,2,6.4,5.38
11702,stable,5.2,2.04,3.11,2.52,6.33,2.78,5.2,5.2
11703,stack,5.33,1.24,3.33,1.88,5.86,1.77,5.33,5.33
11704,stadium,5.53,1.68,5.25,2.55,5,2.45,4.33,5.75
11705,staff,5.18,1.01,4.3,2.2,6.26,2.05,5.31,5
11706,stag,5.16,1.54,4.5,2.06,5.33,1.8,5.88,4.64
11707,stage,5.67,2.14,3.76,2.43,4.5,2.18,4.62,6.5
11708,stagecoach,5.11,1.45,3.89,2.11,5.18,2.04,5.18,5
11709,stagehand,4.76,1.22,4.09,2.19,4.19,1.91,4.4,4.88
11710,stagger,3.42,1.12,4.38,2.04,4.15,1.95,4,3.31
11711,stagnant,3.05,1.62,3.49,2.18,4.27,2.22,2.86,3.15
11712,stain,3,1.08,4.27,2.43,4.61,2.48,3.11,2.91
11713,stainless,5.85,1.5,3.36,1.84,5.56,2.38,5.67,6
11714,stair,5.14,1.24,4.4,2.48,5.67,2.33,5.33,5.07
11715,staircase,5.2,1.06,3.3,1.92,5.64,1.59,4.57,5.54
11716,stairs,5.48,1.21,3.59,2.17,5.57,1.83,5.44,5.5
11717,stairway,5.62,1.69,3.44,2.18,5.17,1.82,6.44,5
11718,stairwell,5.67,1.65,2.96,2.16,5.78,2.39,6.11,5.33
